% Langmuir characteristic curve

% U (Volt)	I (A)
66.264999	1.173699E-6
66.275002	1.309090E-6
66.279999	1.309090E-6
66.290001	1.380919E-6
66.294998	1.448556E-6
66.305000	1.376728E-6
66.309998	1.507811E-6
66.320000	1.461245E-6
66.324997	1.512002E-6
66.334999	1.638895E-6
66.339996	1.715031E-6
66.349998	1.630397E-6
66.355003	1.799548E-6
66.364998	1.808046E-6
66.370003	1.782668E-6
66.379997	1.968700E-6
66.385002	1.964509E-6
66.394997	2.167537E-6
66.400002	1.968700E-6
66.410004	1.926441E-6
66.415001	2.116780E-6
66.425003	1.998385E-6
66.430000	2.205605E-6
66.440002	2.142158E-6
66.445000	2.281624E-6
66.455002	2.319692E-6
66.459999	2.340879E-6
66.470001	2.569286E-6
66.474998	2.556597E-6
66.485001	2.645305E-6
66.489998	2.670684E-6
66.500000	2.725748E-6
66.504997	2.780696E-6
66.514999	2.793386E-6
66.519997	2.861023E-6
66.529999	2.987916E-6
66.535004	2.755318E-6
66.544998	3.123190E-6
66.550003	3.199326E-6
66.559998	3.258581E-6
66.565002	3.296649E-6
66.574997	3.478490E-6
66.580002	3.524940E-6
66.589996	3.478490E-6
66.595001	3.647641E-6
66.605003	3.808294E-6
66.610001	3.998633E-6
66.620003	3.888621E-6
66.625000	3.782916E-6
66.635002	3.897119E-6
66.639999	4.049274E-6
66.650002	4.201545E-6
66.654999	4.412956E-6
66.665001	4.307250E-6
66.669998	4.468020E-6
66.680000	4.594796E-6
66.684998	4.700618E-6
66.695000	4.903530E-6
66.699997	4.950096E-6
66.709999	5.271519E-6
66.714996	5.144626E-6
66.724998	5.436363E-6
66.730003	5.288399E-6
66.739998	5.436363E-6
66.745003	5.533686E-6
66.754997	5.677459E-6
66.760002	5.715527E-6
66.769997	5.922746E-6
66.775002	6.074901E-6
66.785004	6.163726E-6
66.790001	6.315997E-6
66.800003	6.345566E-6
66.805000	6.768503E-6
66.815002	6.819260E-6
66.820000	6.798073E-6
66.830002	6.929156E-6
66.834999	6.853021E-6
66.845001	7.301336E-6
66.849998	7.259077E-6
66.860001	7.516937E-6
66.864998	7.546623E-6
66.875000	7.779221E-6
66.879997	8.003321E-6
66.889999	8.109026E-6
66.894997	8.447329E-6
66.904999	8.531963E-6
66.910004	8.620671E-6
66.919998	9.001349E-6
66.925003	8.717994E-6
66.934998	9.229640E-6
66.940002	9.263516E-6
66.949997	9.618700E-6
66.955002	9.576441E-6
66.964996	9.973999E-6
66.970001	1.006271E-5
66.980003	1.031230E-5
66.985001	1.066329E-5
66.995003	1.073512E-5
67.000000	1.083664E-5
67.010002	1.109031E-5
67.014999	1.113268E-5
67.025002	1.143292E-5
67.029999	1.174584E-5
67.040001	1.194887E-5
67.044998	1.215597E-5
67.055000	1.243094E-5
67.059998	1.266354E-5
67.070000	1.301873E-5
67.074997	1.312443E-5
67.084999	1.351768E-5
67.089996	1.352199E-5
67.099998	1.385179E-5
67.105003	1.409708E-5
67.114998	1.431699E-5
67.120003	1.449464E-5
67.129997	1.485401E-5
67.135002	1.519662E-5
67.144997	1.497241E-5
67.150002	1.550524E-5
67.160004	1.606776E-5
67.165001	1.617346E-5
67.175003	1.651596E-5
67.180000	1.678243E-5
67.190002	1.739128E-5
67.195000	1.712074E-5
67.205002	1.768314E-5
67.214996	1.820328E-5
67.220001	1.832168E-5
67.230003	1.870224E-5
67.235001	1.874461E-5
67.245003	1.937884E-5
67.250000	1.983566E-5
67.260002	2.006826E-5
67.264999	2.053764E-5
67.275002	2.074905E-5
67.279999	2.126920E-5
67.290001	2.150179E-5
67.294998	2.180203E-5
67.305000	2.248283E-5
67.309998	2.253358E-5
67.320000	2.288038E-5
67.324997	2.334558E-5
67.334999	2.380228E-5
67.339996	2.391648E-5
67.349998	2.446200E-5
67.355003	2.477074E-5
67.364998	2.544734E-5
67.370003	2.584478E-5
67.379997	2.611964E-5
67.385002	2.649601E-5
67.394997	2.703734E-5
67.400002	2.734608E-5
67.410004	2.791698E-5
67.415001	2.839055E-5
67.425003	2.900371E-5
67.430000	2.916018E-5
67.440002	2.971420E-5
67.445000	3.014551E-5
67.455002	3.056426E-5
67.459999	3.091095E-5
67.470001	3.149454E-5
67.474998	3.201468E-5
67.485001	3.276742E-5
67.489998	3.295345E-5
67.500000	3.362168E-5
67.504997	3.405719E-5
67.514999	3.467046E-5
67.519997	3.490294E-5
67.529999	3.570644E-5
67.535004	3.652263E-5
67.544998	3.690319E-5
67.550003	3.749947E-5
67.559998	3.807887E-5
67.565002	3.844674E-5
