Sourcefile	20230123 155844 Faraday Airdemo Scan Analog.qmp
Exporttime	23.01.2023 16:33:02

Start Time	23.01.2023 16:32:11
End Time	23.01.2023 16:32:48


Task Name	Scan
First Mass	0,00
Scan Width	50,00

Start Time	23.01.2023 16:32:11

Mass [amu]	Ion Current [A]
18,75	-1,941137e-013
18,78	-1,936875e-013
18,81	-1,931606e-013
18,84	-1,928915e-013
18,88	-1,927026e-013
18,91	-1,925682e-013
18,94	-1,924029e-013
18,97	-1,917407e-013
19,00	-1,906288e-013
19,03	-1,903193e-013
19,06	-1,923364e-013
19,09	-1,968339e-013
19,13	-2,013240e-013
19,16	-2,017883e-013
19,19	-1,968817e-013
19,22	-1,891529e-013
19,25	-1,812944e-013
19,28	-1,747818e-013
19,31	-1,711619e-013
19,34	-1,707787e-013
19,38	-1,707118e-013
19,41	-1,605136e-013
19,44	-1,095660e-013
19,47	4,920516e-014
19,50	4,182248e-013
19,53	1,089337e-012
19,56	2,064346e-012
19,59	3,220995e-012
19,63	4,377803e-012
19,66	5,393886e-012
19,69	6,211409e-012
19,72	6,835024e-012
19,75	7,296408e-012
19,78	7,630474e-012
19,81	7,863238e-012
19,84	8,009444e-012
19,88	8,079399e-012
19,91	8,088241e-012
19,94	8,055704e-012
19,97	7,994133e-012
20,00	7,901094e-012
20,03	7,766652e-012
20,06	7,582661e-012
20,09	7,340740e-012
20,13	7,025614e-012
20,16	6,627952e-012
20,19	6,181469e-012
20,22	5,768682e-012
20,25	5,453947e-012
20,28	5,215902e-012
20,31	4,966725e-012
20,34	4,626444e-012
20,38	4,162935e-012
20,41	3,574110e-012
20,44	2,864562e-012
20,47	2,063952e-012
20,50	1,262620e-012
20,53	5,939052e-013
20,56	1,503780e-013
20,59	-7,687109e-014
20,63	-1,663391e-013
20,66	-1,949926e-013
20,69	-2,050798e-013
20,72	-2,103903e-013
20,75	-2,119500e-013
20,78	-2,095402e-013
20,81	-2,050568e-013
20,84	-2,001823e-013
20,88	-1,961371e-013
20,91	-1,950547e-013
20,94	-1,978965e-013
20,97	-2,023282e-013
21,00	-2,049931e-013
21,03	-2,048664e-013
21,06	-2,032810e-013
21,09	-2,012833e-013
21,13	-1,989475e-013
21,16	-1,973416e-013
21,19	-1,986003e-013
21,22	-2,028565e-013
21,25	-2,068492e-013
21,28	-2,077458e-013
21,31	-2,066270e-013
21,34	-2,063224e-013
21,38	-2,079700e-013
21,41	-2,105159e-013
21,44	-2,118771e-013
21,47	-2,100304e-013
21,50	-2,042717e-013
21,53	-1,966911e-013
21,56	-1,898776e-013
21,59	-1,823907e-013
21,63	-1,713941e-013
21,66	-1,588612e-013
21,69	-1,500385e-013
21,72	-1,474653e-013
21,75	-1,489761e-013
21,78	-1,499465e-013
21,81	-1,474870e-013
21,84	-1,430040e-013
21,88	-1,398582e-013
21,91	-1,395337e-013
21,94	-1,410850e-013
21,97	-1,427665e-013
22,00	-1,437824e-013
22,03	-1,453080e-013
22,06	-1,481167e-013
22,09	-1,501874e-013
22,13	-1,503012e-013
22,16	-1,512977e-013
22,19	-1,559521e-013
22,22	-1,624967e-013
22,25	-1,670345e-013
22,28	-1,686186e-013
22,31	-1,698816e-013
22,34	-1,725542e-013
22,38	-1,748659e-013
22,41	-1,754316e-013
22,44	-1,761884e-013
22,47	-1,796802e-013
22,50	-1,868394e-013
22,53	-1,964333e-013
22,56	-2,049874e-013
22,59	-2,105594e-013
22,63	-2,150249e-013
22,66	-2,196524e-013
22,69	-2,229775e-013
22,72	-2,243919e-013
22,75	-2,249720e-013
22,78	-2,247288e-013
22,81	-2,222986e-013
22,84	-2,170084e-013
22,88	-2,107814e-013
22,91	-2,074855e-013
22,94	-2,085866e-013
22,97	-2,109119e-013
23,00	-2,103092e-013
23,03	-2,064837e-013
23,06	-2,035114e-013
23,09	-2,052516e-013
23,13	-2,114359e-013
23,16	-2,193655e-013
23,19	-2,263984e-013
23,22	-2,295485e-013
23,25	-2,268772e-013
23,28	-2,203187e-013
23,31	-2,139460e-013
23,34	-2,098403e-013
23,38	-2,077678e-013
23,41	-2,071880e-013
23,44	-2,083762e-013
23,47	-2,118149e-013
23,50	-2,158049e-013
23,53	-2,171521e-013
23,56	-2,155807e-013
23,59	-2,134917e-013
23,63	-2,121673e-013
23,66	-2,119380e-013
23,69	-2,127098e-013
23,72	-2,124323e-013
23,75	-2,093535e-013
23,78	-2,052510e-013
23,81	-2,024856e-013
23,84	-2,005615e-013
23,88	-1,981453e-013
23,91	-1,953710e-013
23,94	-1,929621e-013
23,97	-1,909049e-013
24,00	-1,893782e-013
24,03	-1,895784e-013
24,06	-1,919891e-013
24,09	-1,955740e-013
24,13	-1,988958e-013
24,16	-2,005072e-013
24,19	-1,996790e-013
24,22	-1,976261e-013
24,25	-1,959675e-013
24,28	-1,948801e-013
24,31	-1,946217e-013
24,34	-1,964122e-013
24,38	-2,007332e-013
24,41	-2,061996e-013
24,44	-2,102575e-013
24,47	-2,113431e-013
24,50	-2,103821e-013
24,53	-2,088948e-013
24,56	-2,067171e-013
24,59	-2,035847e-013
24,63	-2,002607e-013
24,66	-1,969023e-013
24,69	-1,930962e-013
24,72	-1,887853e-013
24,75	-1,844619e-013
24,78	-1,819962e-013
24,81	-1,837422e-013
24,84	-1,893375e-013
24,88	-1,954677e-013
24,91	-1,991994e-013
24,94	-1,999091e-013
24,97	-1,989937e-013
25,00	-1,984946e-013
25,03	-1,984926e-013
25,06	-1,975036e-013
25,09	-1,965821e-013
25,13	-1,982891e-013
25,16	-2,016612e-013
25,19	-2,036130e-013
25,22	-2,031769e-013
25,25	-2,012817e-013
25,28	-1,993844e-013
25,31	-1,979569e-013
25,34	-1,952606e-013
25,38	-1,903269e-013
25,41	-1,861839e-013
25,44	-1,871106e-013
25,47	-1,931925e-013
25,50	-1,990928e-013
25,53	-1,983901e-013
25,56	-1,888068e-013
25,59	-1,734489e-013
25,63	-1,584515e-013
25,66	-1,488888e-013
25,69	-1,444497e-013
25,72	-1,402963e-013
25,75	-1,335967e-013
25,78	-1,260996e-013
25,81	-1,196209e-013
25,84	-1,136671e-013
25,88	-1,085726e-013
25,91	-1,068655e-013
25,94	-1,097365e-013
25,97	-1,143372e-013
26,00	-1,167843e-013
26,03	-1,165884e-013
26,06	-1,154987e-013
26,09	-1,139981e-013
26,13	-1,124510e-013
26,16	-1,132164e-013
26,19	-1,182037e-013
26,22	-1,264031e-013
26,25	-1,356704e-013
26,28	-1,446013e-013
26,31	-1,514447e-013
26,34	-1,539739e-013
26,38	-1,518760e-013
26,41	-1,478967e-013
26,44	-1,461075e-013
26,47	-1,488439e-013
26,50	-1,550872e-013
26,53	-1,616701e-013
26,56	-1,652264e-013
26,59	-1,633832e-013
26,63	-1,553516e-013
26,66	-1,424999e-013
26,69	-1,288331e-013
26,72	-1,181829e-013
26,75	-1,102019e-013
26,78	-1,019239e-013
26,81	-9,200187e-014
26,84	-8,149057e-014
26,88	-7,203359e-014
26,91	-6,370353e-014
26,94	-5,443639e-014
26,97	-4,170000e-014
27,00	-2,401909e-014
27,03	-1,403760e-015
27,06	2,424302e-014
27,09	4,957263e-014
27,13	7,342424e-014
27,16	1,006668e-013
27,19	1,397772e-013
27,22	1,968828e-013
27,25	2,754314e-013
27,28	3,828798e-013
27,31	5,373969e-013
27,34	7,692987e-013
27,38	1,135086e-012
27,41	1,834908e-012
27,44	3,702229e-012
27,47	9,501488e-012
27,50	2,580689e-011
27,53	6,320538e-011
27,56	1,318978e-010
27,59	2,339380e-010
27,63	3,587632e-010
27,66	4,875474e-010
27,69	6,033640e-010
27,72	6,979456e-010
27,75	7,707900e-010
27,78	8,249198e-010
27,81	8,641217e-010
27,84	8,918998e-010
27,88	9,108256e-010
27,91	9,223139e-010
27,94	9,272014e-010
27,97	9,265317e-010
28,00	9,214605e-010
28,03	9,123406e-010
28,06	8,985462e-010
28,09	8,794729e-010
28,13	8,548116e-010
28,16	8,233478e-010
28,19	7,831390e-010
28,22	7,355336e-010
28,25	6,882084e-010
28,28	6,495312e-010
28,31	6,192186e-010
28,34	5,882443e-010
28,38	5,473049e-010
28,41	4,925074e-010
28,44	4,240428e-010
28,47	3,428363e-010
28,50	2,518295e-010
28,53	1,610841e-010
28,56	8,642855e-011
28,59	3,849833e-011
28,63	1,531978e-011
28,66	7,197619e-012
28,69	5,429220e-012
28,72	5,538774e-012
28,75	5,976804e-012
28,78	6,365606e-012
28,81	6,654010e-012
28,84	6,854070e-012
28,88	6,981309e-012
28,91	7,048871e-012
28,94	7,070218e-012
28,97	7,056730e-012
29,00	7,012533e-012
29,03	6,935094e-012
29,06	6,821107e-012
29,09	6,669145e-012
29,13	6,474752e-012
29,16	6,224157e-012
29,19	5,904269e-012
29,22	5,534077e-012
29,25	5,174985e-012
29,28	4,882904e-012
29,31	4,652945e-012
29,34	4,426495e-012
29,38	4,140461e-012
29,41	3,758142e-012
29,44	3,274193e-012
29,47	2,721579e-012
29,50	2,191607e-012
29,53	1,846457e-012
29,56	1,873010e-012
29,59	2,364774e-012
29,63	3,234679e-012
29,66	4,267644e-012
29,69	5,258408e-012
29,72	6,093069e-012
29,75	6,739963e-012
29,78	7,213892e-012
29,81	7,549164e-012
29,84	7,778837e-012
29,88	7,926463e-012
29,91	8,009354e-012
29,94	8,039337e-012
29,97	8,022564e-012
30,00	7,962682e-012
30,03	7,861320e-012
30,06	7,719271e-012
30,09	7,540168e-012
30,13	7,323768e-012
30,16	7,052639e-012
30,19	6,703146e-012
30,22	6,287635e-012
30,25	5,872502e-012
30,28	5,526025e-012
30,31	5,250226e-012
30,34	4,981566e-012
30,38	4,647551e-012
30,41	4,204204e-012
30,44	3,631803e-012
30,47	2,925882e-012
30,50	2,115999e-012
30,53	1,297493e-012
30,56	6,143289e-013
30,59	1,683253e-013
30,63	-5,101562e-014
30,66	-1,294115e-013
30,69	-1,472553e-013
30,72	-1,468124e-013
30,75	-1,431517e-013
30,78	-1,410151e-013
