Sourcefile	20230123 155844 Faraday Airdemo Scan Analog.qmp
Exporttime	23.01.2023 16:21:30

Start Time	23.01.2023 16:20:52
End Time	23.01.2023 16:21:18


Task Name	Scan
First Mass	0,00
Scan Width	50,00

Start Time	23.01.2023 16:20:52

Mass [amu]	Ion Current [A]
31,97	1,034311e-012
32,00	1,026050e-012
32,03	1,011814e-012
32,06	9,880714e-013
32,09	9,544129e-013
32,13	9,122870e-013
32,16	8,610085e-013
32,19	7,991174e-013
32,22	7,306525e-013
32,25	6,679861e-013
32,28	6,221735e-013
32,31	5,900216e-013
32,34	5,564542e-013
32,38	5,085217e-013
32,41	4,433083e-013
32,44	3,636605e-013
32,47	2,709435e-013
32,50	1,664395e-013
32,53	5,880444e-014
32,56	-3,563990e-014
32,59	-1,028149e-013
32,63	-1,402540e-013
32,66	-1,558212e-013
32,69	-1,591687e-013
32,72	-1,568016e-013
32,75	-1,522921e-013
32,78	-1,475601e-013
32,81	-1,444913e-013
32,84	-1,447995e-013
32,88	-1,482117e-013
