Sourcefile	20230123 155844 Faraday Airdemo Scan Analog.qmp
Exporttime	23.01.2023 16:16:53

Start Time	23.01.2023 16:15:49
End Time	23.01.2023 16:16:36


Task Name	Scan
First Mass	0,00
Scan Width	50,00

Start Time	23.01.2023 16:15:49

Mass [amu]	Ion Current [A]
26,91	-1,244353e-013
26,94	-1,189853e-013
26,97	-1,130014e-013
27,00	-1,088981e-013
27,03	-1,072474e-013
27,06	-1,081075e-013
27,09	-1,106648e-013
27,13	-1,127370e-013
27,16	-1,135417e-013
27,19	-1,141216e-013
27,22	-1,151564e-013
27,25	-1,170061e-013
27,28	-1,195064e-013
27,31	-1,217396e-013
27,34	-1,244643e-013
27,38	-1,295930e-013
27,41	-1,359937e-013
27,44	-1,399596e-013
27,47	-1,389555e-013
27,50	-1,297476e-013
27,53	-1,043266e-013
27,56	-5,331187e-014
27,59	2,549668e-014
27,63	1,235393e-013
27,66	2,274389e-013
27,69	3,265163e-013
27,72	4,130048e-013
27,75	4,808746e-013
27,78	5,285888e-013
27,81	5,596702e-013
27,84	5,794118e-013
27,88	5,917935e-013
27,91	5,981306e-013
27,94	5,984343e-013
27,97	5,934917e-013
28,00	5,839763e-013
28,03	5,693574e-013
28,06	5,504203e-013
28,09	5,299037e-013
28,13	5,073160e-013
28,16	4,770477e-013
28,19	4,355063e-013
28,22	3,883469e-013
28,25	3,473881e-013
28,28	3,195107e-013
28,31	3,005897e-013
28,34	2,805683e-013
28,38	2,518184e-013
28,41	2,129267e-013
28,44	1,662913e-013
28,47	1,123504e-013
28,50	4,997163e-014
28,53	-1,503077e-014
28,56	-6,847929e-014
28,59	-9,919871e-014
28,63	-1,084126e-013
28,66	-1,068400e-013
28,69	-1,045342e-013
28,72	-1,049144e-013
28,75	-1,072322e-013
28,78	-1,101089e-013
28,81	-1,112143e-013
28,84	-1,078316e-013
28,88	-1,004778e-013
28,91	-9,401773e-014
28,94	-9,382802e-014
28,97	-1,007805e-013
29,00	-1,098169e-013
29,03	-1,148220e-013
29,06	-1,145535e-013
29,09	-1,116562e-013
29,13	-1,086399e-013
29,16	-1,074002e-013
29,19	-1,086899e-013
29,22	-1,109593e-013
29,25	-1,130880e-013
29,28	-1,164090e-013
29,31	-1,218605e-013
29,34	-1,281511e-013
29,38	-1,328619e-013
29,41	-1,338188e-013
29,44	-1,316486e-013
29,47	-1,303850e-013
29,50	-1,324152e-013
29,53	-1,348878e-013
29,56	-1,329384e-013
29,59	-1,241684e-013
29,63	-1,107500e-013
29,66	-9,865708e-014
29,69	-9,248121e-014
29,72	-9,160466e-014
29,75	-9,281698e-014
29,78	-9,317711e-014
29,81	-9,012981e-014
29,84	-8,304563e-014
29,88	-7,459666e-014
29,91	-6,858531e-014
29,94	-6,722044e-014
29,97	-7,058965e-014
30,00	-7,708426e-014
30,03	-8,361696e-014
30,06	-8,631421e-014
30,09	-8,348445e-014
30,13	-7,765489e-014
30,16	-7,262126e-014
30,19	-7,073984e-014
30,22	-7,301702e-014
30,25	-7,847817e-014
30,28	-8,517464e-014
30,31	-9,257102e-014
30,34	-1,007506e-013
30,38	-1,090268e-013
30,41	-1,162747e-013
